Timestamp,Latitude,Longitude,Altitude,UTM Easting,UTM Northing,Zone,Letter,HDOP,GNGGA Read,Fix Quality,Current Time
1707594905.823075,42.33721824333333,-71.086845525,0.0,328084.3088784863,4689327.33649271,19,T,1.3,"$GNGGA,172733.00,4220.2330946,N,07105.2107315,W,1,07,1.3,9.436,M,-28.727,M,1.0,*69
",1,1707604052.9999995
1707594906.8315544,42.337217235,-71.08684528166667,0.0,328084.32617747306,4689327.22403302,19,T,1.5,"$GNGGA,172734.00,4220.2330341,N,07105.2107169,W,5,08,1.5,9.382,M,-28.727,M,2.0,0061*6B
",5,1707604053.9999995
1707594907.8403018,42.337216335,-71.08684471333333,0.0,328084.37054650753,4689327.122945839,19,T,1.2,"$GNGGA,172735.00,4220.2329801,N,07105.2106828,W,1,07,1.2,9.310,M,-28.727,M,1.0,*63
",1,1707604054.9999995
1707594908.8489075,42.337215555,-72.75351073333333,0.0,685067.8679876749,4689662.164349734,18,T,1.2,"$GNGGA,172736.00,4220.2329333,N,07105.2106440,W,1,07,1.2,9.315,M,-28.727,M,1.0,*6D
",1,1707604055.9999993
1707594909.85744,42.33721496166667,-71.08684355666666,0.0,328084.46209497435,4689326.968109114,19,T,1.2,"$GNGGA,172737.00,4220.2328977,N,07105.2106134,W,1,07,1.2,9.330,M,-28.727,M,2.0,*65
",1,1707604056.9999993
1707594910.8658783,42.33721514166667,-71.08684439833333,0.0,328084.39324554487,4689326.989798418,19,T,2.4,"$GNGGA,172738.00,4220.2329085,N,07105.2106639,W,5,08,2.4,9.260,M,-28.727,M,1.0,0061*6B
",5,1707604057.9999993
1707594911.8744016,42.337216165,-71.08684774666666,0.0,328084.1201848243,4689327.110201419,19,T,1.3,"$GNGGA,172739.00,4220.2329699,N,07105.2108648,W,5,09,1.3,9.138,M,-28.727,M,2.0,0061*61
",5,1707604058.9999993
1707594912.8883727,42.33721671333333,-71.08685027666667,0.0,328083.9132473338,4689327.176204801,19,T,1.3,"$GNGGA,172740.00,4220.2330028,N,07105.2110166,W,5,09,1.3,9.000,M,-28.727,M,1.0,0061*60
",5,1707604059.9999988
1707594913.894911,42.337216721666664,-71.08685085666667,0.0,328083.86548726936,4689327.1783027975,19,T,2.4,"$GNGGA,172741.00,4220.2330033,N,07105.2110514,W,5,08,2.4,8.908,M,-28.727,M,1.0,0061*6F
",5,1707604060.9999998
1707594914.9043503,45.6705504,-71.08685310666667,0.0,337454.58949680894,5059562.403824796,19,T,1.1,"$GNGGA,172742.00,4220.2330240,N,07105.2111864,W,5,10,1.1,8.804,M,-28.727,M,2.0,0061*60
",5,1707604061.9999993
1707594915.914197,42.337217235,-72.75352161666666,0.0,685066.9664364483,4689662.327213731,18,T,1.1,"$GNGGA,172743.00,4220.2330341,N,07105.2112970,W,5,10,1.1,8.716,M,-28.727,M,1.0,0061*69
",5,1707604062.9999993
1707594916.92397,42.33721698833333,-71.08685495333333,0.0,328083.52871379675,4689327.216196747,19,T,2.4,"$GNGGA,172744.00,4220.2330193,N,07105.2112972,W,5,08,2.4,8.684,M,-28.727,M,2.0,0061*67
",5,1707604063.9999995
1707594917.9333844,42.33721676,-71.08685501333333,0.0,328083.52314851957,4689327.190963382,19,T,2.4,"$GNGGA,172745.00,4220.2330056,N,07105.2113008,W,5,08,2.4,8.643,M,-28.727,M,1.0,0061*63
",5,1707604064.9999993
1707594918.9428484,42.33721656833333,-71.086855295,0.0,328083.49942135124,4689327.170249738,19,T,1.3,"$GNGGA,172746.00,4220.2329941,N,07105.2113177,W,5,09,1.3,8.573,M,-28.727,M,1.0,0061*6B
",5,1707604065.9999993
1707594919.9515932,42.337216715,-71.08685680333333,0.0,328083.3755583616,4689327.189585508,19,T,1.3,"$GNGGA,172747.00,4220.2330029,N,07105.2114082,W,5,09,1.3,8.464,M,-28.727,M,2.0,0061*6D
",5,1707604066.9999995
1707594920.9602108,42.33721692666667,-71.08685854833334,0.0,328083.23237493564,4689327.216617529,19,T,1.1,"$GNGGA,172748.00,4220.2330156,N,07105.2115129,W,5,10,1.1,8.376,M,-28.727,M,1.0,0061*67
",5,1707604067.999999
1707594921.9670675,42.33721677,-71.08685872666666,0.0,328083.21725617175,4689327.199581448,19,T,1.3,"$GNGGA,172749.00,4220.2330062,N,07105.2115236,W,5,09,1.3,8.312,M,-28.727,M,2.0,0061*66
",5,1707604068.9999998
1707594922.9752302,42.337216735,-71.08685897,0.0,328083.19711399754,4689327.196186939,19,T,1.3,"$GNGGA,172750.00,4220.2330041,N,07105.2115382,W,5,09,1.3,8.248,M,-28.727,M,1.0,0061*6C
",5,1707604069.9999993
1707594923.9839709,42.33721684333333,-71.08685934833333,0.0,328083.16624056967,4689327.208981447,19,T,1.3,"$GNGGA,172751.00,4220.2330106,N,07105.2115609,W,5,09,1.3,8.178,M,-28.727,M,1.0,0061*69
",5,1707604070.9999993
1707594924.9926245,42.33721706833333,-71.086859845,0.0,328083.12593628676,4689327.234970144,19,T,1.3,"$GNGGA,172752.00,4220.2330241,N,07105.2115907,W,5,09,1.3,8.106,M,-28.727,M,2.0,0061*61
",5,1707604071.9999993
1707594926.0022314,42.33721744666666,-71.08686044833334,0.0,328083.0772622213,4689327.278200996,19,T,1.5,"$GNGGA,172753.00,4220.2330468,N,07105.2116269,W,5,07,1.5,8.047,M,-28.727,M,1.0,0061*62
",5,1707604072.9999993
1707594927.010701,42.337218021666665,-71.08686122166667,0.0,328083.01511880266,4689327.343613891,19,T,1.5,"$GNGGA,172754.00,4220.2330813,N,07105.2116733,W,5,08,1.5,7.995,M,-28.727,M,2.0,0061*6A
",5,1707604073.999999
1707594928.0202456,42.33721828,-71.086861965,0.0,328082.95458395313,4689327.373802715,19,T,1.5,"$GNGGA,172755.00,4220.2330968,N,07105.2117179,W,5,08,1.5,7.864,M,-28.727,M,1.0,0061*63
",5,1707604074.9999993
1707594929.028015,45.670552183333335,-71.08686295333334,0.0,337453.8277098225,5059562.621942216,19,T,1.5,"$GNGGA,172756.00,4220.2331310,N,07105.2117772,W,5,08,1.5,7.709,M,-28.727,M,1.0,0061*6D
",5,1707604075.9999995
1707594930.0375028,45.670552566666665,-71.08686451166666,0.0,337453.70744221314,5059562.667693909,19,T,1.3,"$GNGGA,172757.00,4220.2331540,N,07105.2118707,W,5,09,1.3,7.531,M,-28.727,M,2.0,0061*6F
",5,1707604076.9999993
1707594931.0475898,42.33721979166667,-72.75353235,0.0,685066.0746710548,4689662.587752443,18,T,1.5,"$GNGGA,172758.00,4220.2331875,N,07105.2119410,W,5,08,1.5,7.387,M,-28.727,M,1.0,0061*60
",5,1707604077.9999993
1707594932.0562139,42.337220028333334,-71.08686742666667,0.0,328082.50939394254,4689327.57898426,19,T,1.3,"$GNGGA,172759.00,4220.2332017,N,07105.2120456,W,5,09,1.3,7.299,M,-28.727,M,2.0,0061*6C
",5,1707604078.9999993
1707594933.0662673,42.33722033666667,-71.08686930333333,0.0,328082.3556267181,4689327.617016599,19,T,1.3,"$GNGGA,172800.00,4220.2332202,N,07105.2121582,W,5,09,1.3,7.184,M,-28.727,M,1.0,0061*6C
",5,1707604079.999999
1707594934.0738702,42.337220693333336,-71.08687107333333,0.0,328082.21077884827,4689327.660200331,19,T,1.3,"$GNGGA,172801.00,4220.2332416,N,07105.2122644,W,5,09,1.3,7.091,M,-28.727,M,1.0,0061*61
",5,1707604080.9999998
1707594935.0830216,42.337221111666665,-71.08687282666666,0.0,328082.06747209624,4689327.710197979,19,T,1.3,"$GNGGA,172802.00,4220.2332667,N,07105.2123696,W,5,09,1.3,7.000,M,-28.727,M,2.0,0061*63
",5,1707604081.999999
1707594936.1136405,42.33722139,-71.08687423166667,0.0,328081.95248095004,4689327.743945433,19,T,1.1,"$GNGGA,172803.00,4220.2332834,N,07105.2124539,W,5,10,1.1,6.958,M,-28.727,M,1.0,0061*67
",5,1707604082.9999993
1707594937.2007115,42.33722191,-71.086875555,0.0,328081.84487641236,4689327.804363009,19,T,1.1,"$GNGGA,172804.00,4220.2333146,N,07105.2125333,W,5,10,1.1,6.861,M,-28.727,M,2.0,0061*68
",5,1707604083.999999
1707594938.2889173,42.337222196666666,-71.08687672166667,0.0,328081.7495428545,4689327.838553951,19,T,1.1,"$GNGGA,172805.00,4220.2333318,N,07105.2126033,W,5,10,1.1,6.842,M,-28.727,M,1.0,0061*62
",5,1707604084.9999993
1707594939.3781097,42.33722254333333,-71.08687810166667,0.0,328081.6367975319,4689327.879838758,19,T,1.1,"$GNGGA,172806.00,4220.2333526,N,07105.2126861,W,5,10,1.1,6.785,M,-28.727,M,1.0,0061*61
",5,1707604085.9999995
1707594940.4662485,42.33722295166667,-71.08687923,0.0,328081.5449535906,4689327.927462354,19,T,1.1,"$GNGGA,172807.00,4220.2333771,N,07105.2127538,W,5,10,1.1,6.707,M,-28.727,M,2.0,0061*69
",5,1707604086.999999
1707594941.5548806,42.337223443333336,-71.086879985,0.0,328081.4840934706,4689327.983584665,19,T,1.1,"$GNGGA,172808.00,4220.2334066,N,07105.2127991,W,5,10,1.1,6.584,M,-28.727,M,1.0,0061*65
",5,1707604087.9999993
1707594942.6424704,42.337223925,-72.75354755,0.0,685064.8102942768,4689663.013647627,18,T,1.1,"$GNGGA,172809.00,4220.2334355,N,07105.2128530,W,5,10,1.1,6.467,M,-28.727,M,2.0,0061*60
",5,1707604088.9999993
1707594943.7315426,42.33722437833333,-71.08688194666667,0.0,328081.32503137074,4689328.091375431,19,T,1.1,"$GNGGA,172810.00,4220.2334627,N,07105.2129168,W,5,10,1.1,6.374,M,-28.727,M,1.0,0061*66
",5,1707604089.999999
1707594944.820115,45.67055823333333,-71.08688303,0.0,337452.2814699173,5059563.33485095,19,T,1.1,"$GNGGA,172811.00,4220.2334940,N,07105.2129818,W,5,10,1.1,6.324,M,-28.727,M,1.0,0061*62
",5,1707604090.9999995
1707594945.9084685,42.33722556833333,-71.08688424666667,0.0,328081.13879091037,4689328.2281660605,19,T,1.1,"$GNGGA,172812.00,4220.2335341,N,07105.2130548,W,5,10,1.1,6.238,M,-28.727,M,2.0,0061*64
",5,1707604091.9999995
1707594946.9975963,42.337226013333336,-71.08688515166666,0.0,328081.06544601265,4689328.279409673,19,T,1.1,"$GNGGA,172813.00,4220.2335608,N,07105.2131091,W,5,11,1.1,6.196,M,-28.727,M,1.0,0061*68
",5,1707604092.9999995
1707594948.0860875,42.33722645333334,-71.08688608166666,0.0,328080.990027884,4689328.330148621,19,T,1.1,"$GNGGA,172814.00,4220.2335872,N,07105.2131649,W,5,11,1.1,6.119,M,-28.727,M,2.0,0061*6B
",5,1707604093.9999993
1707594949.175455,42.33722672333333,-71.08688696333333,0.0,328080.9181283775,4689328.3619126445,19,T,1.1,"$GNGGA,172815.00,4220.2336034,N,07105.2132178,W,5,11,1.1,6.084,M,-28.727,M,1.0,0061*63
",5,1707604094.9999993
1707594950.2632577,42.33722711,-71.08688795166667,0.0,328080.8377591733,4689328.406847273,19,T,1.1,"$GNGGA,172816.00,4220.2336266,N,07105.2132771,W,5,10,1.1,6.052,M,-28.727,M,1.0,0061*60
",5,1707604095.9999993
1707594951.3514578,42.33722758,-71.08688891166666,0.0,328080.75995128136,4689328.460978149,19,T,1.1,"$GNGGA,172817.00,4220.2336548,N,07105.2133347,W,5,10,1.1,6.023,M,-28.727,M,2.0,0061*6F
",5,1707604096.9999993
1707594952.4383178,45.67056126666667,-71.08688963833333,0.0,337451.77553494216,5059563.685267402,19,T,1.1,"$GNGGA,172818.00,4220.2336760,N,07105.2133783,W,5,10,1.1,6.043,M,-28.727,M,1.0,0061*61
",5,1707604097.9999995
1707594953.5257072,42.337228378333336,-71.08689035666667,0.0,328080.6430818726,4689328.552548528,19,T,1.1,"$GNGGA,172819.00,4220.2337027,N,07105.2134214,W,5,10,1.1,6.046,M,-28.727,M,2.0,0061*6F
",5,1707604098.9999995
1707594954.615194,42.33722867666667,-72.75355771666666,0.0,685063.9587742658,4689663.519160421,18,T,1.1,"$GNGGA,172820.00,4220.2337206,N,07105.2134630,W,5,10,1.1,6.022,M,-28.727,M,1.0,0061*67
",5,1707604099.999999
1707594955.701906,45.6705622,-71.08689128166667,0.0,337451.650239527,5059563.792296045,19,T,1.2,"$GNGGA,172821.00,4220.2337320,N,07105.2134769,W,5,09,1.2,6.023,M,-28.727,M,1.0,0061*64
",5,1707604100.9999993
1707594956.7107518,42.337229103333335,-71.08689158166666,0.0,328080.5441371196,4689328.635530997,19,T,2.4,"$GNGGA,172822.00,4220.2337462,N,07105.2134949,W,5,08,2.4,5.986,M,-28.727,M,2.0,0061*68
",5,1707604101.9999993
1707594957.7190087,42.33722923166667,-71.08689184833334,0.0,328080.52251776203,4689328.6503205905,19,T,2.4,"$GNGGA,172823.00,4220.2337539,N,07105.2135109,W,5,07,2.4,5.971,M,-28.727,M,1.0,0061*6F
",5,1707604102.9999995
1707594958.7270436,42.33722944833333,-71.08689222333334,0.0,328080.4922141837,4689328.67513796,19,T,2.4,"$GNGGA,172824.00,4220.2337669,N,07105.2135334,W,5,07,2.4,5.944,M,-28.727,M,2.0,0061*67
",5,1707604103.9999995
1707594959.7356794,42.337229451666666,-71.08689226833333,0.0,328080.48851598706,4689328.675599084,19,T,2.4,"$GNGGA,172825.00,4220.2337671,N,07105.2135361,W,5,07,2.4,5.936,M,-28.727,M,1.0,0061*69
",5,1707604104.9999995
1707594960.745196,42.337229556666664,-71.08689243166667,0.0,328080.4753460628,4689328.687588765,19,T,2.4,"$GNGGA,172826.00,4220.2337734,N,07105.2135459,W,5,07,2.4,5.889,M,-28.727,M,1.0,0061*63
",5,1707604105.9999993
1707594961.7538202,42.337229685,-71.08689251333334,0.0,328080.46896775893,4689328.70200432,19,T,2.4,"$GNGGA,172827.00,4220.2337811,N,07105.2135508,W,5,07,2.4,5.836,M,-28.727,M,2.0,0061*68
",5,1707604106.9999995
1707594962.7624815,42.33722956166667,-71.08689252,0.0,328080.4680824258,4689328.688322575,19,T,2.4,"$GNGGA,172828.00,4220.2337737,N,07105.2135512,W,5,07,2.4,5.831,M,-28.727,M,1.0,0061*63
",5,1707604107.9999993
1707594963.7717848,45.67056281666667,-71.086892595,0.0,337451.5497305813,5059563.863473412,19,T,2.4,"$GNGGA,172829.00,4220.2337690,N,07105.2135557,W,5,07,2.4,5.801,M,-28.727,M,2.0,0061*6F
",5,1707604108.9999995
1707594964.7803411,42.33722925166666,-71.08689236166667,0.0,328080.48028177256,4689328.653579317,19,T,2.4,"$GNGGA,172830.00,4220.2337551,N,07105.2135417,W,5,07,2.4,5.805,M,-28.727,M,1.0,0061*6B
",5,1707604109.9999995
1707594965.7874157,42.337229046666664,-71.08689129666666,0.0,328080.5674621569,4689328.628662371,19,T,2.4,"$GNGGA,172831.00,4220.2337428,N,07105.2134778,W,4,07,2.4,5.755,M,-28.727,M,1.0,0061*65
",4,1707604110.9999998
1707594966.7968473,42.33722904333333,-71.08689130333333,0.0,328080.5669038454,4689328.628305708,19,T,2.4,"$GNGGA,172832.00,4220.2337426,N,07105.2134782,W,4,07,2.4,5.755,M,-28.727,M,2.0,0061*6E
",4,1707604111.9999993
1707594967.8055353,42.33722904333333,-71.08689131,0.0,328080.5663546178,4689328.628319187,19,T,2.4,"$GNGGA,172833.00,4220.2337426,N,07105.2134786,W,4,07,2.4,5.755,M,-28.727,M,1.0,0061*68
",4,1707604112.9999993
1707594968.8148708,42.337228378333336,-71.08689147166666,0.0,328080.55122362735,4689328.554802879,19,T,2.4,"$GNGGA,172834.00,4220.2337027,N,07105.2134883,W,5,07,2.4,5.770,M,-28.727,M,2.0,0061*65
",5,1707604113.9999993
1707594969.8234558,42.33722816833333,-71.08689130833334,0.0,328080.56410740793,4689328.531153749,19,T,1.9,"$GNGGA,172835.00,4220.2336901,N,07105.2134785,W,1,06,1.9,5.792,M,-28.727,M,1.0,*62
",1,1707604114.9999993
1707594970.8352187,42.337227793333334,-71.08689050166667,0.0,328080.6295419616,4689328.487881909,19,T,1.5,"$GNGGA,172836.00,4220.2336676,N,07105.2134301,W,4,07,1.5,5.845,M,-28.727,M,1.0,0061*6C
",4,1707604115.9999993
1707594971.8387759,42.33722801166667,-71.08689031166666,0.0,328080.645789932,4689328.511742011,19,T,1.5,"$GNGGA,172837.00,4220.2336807,N,07105.2134187,W,5,07,1.5,5.737,M,-28.727,M,2.0,0061*61
",5,1707604116.9999998
1707594972.8427389,45.67056125,-71.08688987333333,0.0,337451.7571826612,5059563.683892872,19,T,1.5,"$GNGGA,172838.00,4220.2336750,N,07105.2133924,W,5,07,1.5,5.723,M,-28.727,M,1.0,0061*63
",5,1707604117.9999998
1707594973.8518138,42.33722778,-72.75355608333334,0.0,685064.0959668542,4689663.42314655,18,T,1.5,"$GNGGA,172839.00,4220.2336668,N,07105.2133650,W,5,07,1.5,5.698,M,-28.727,M,2.0,0061*66
",5,1707604118.9999995
1707594974.859485,42.33722773666667,-71.08688921166667,0.0,328080.7356629976,4689328.478981338,19,T,1.5,"$GNGGA,172840.00,4220.2336642,N,07105.2133527,W,5,07,1.5,5.693,M,-28.727,M,1.0,0061*6B
",5,1707604119.9999995
1707594975.8679984,45.67056095,-72.75355563333333,0.0,674975.8365069287,5059899.986811454,18,T,1.5,"$GNGGA,172841.00,4220.2336570,N,07105.2133380,W,5,07,1.5,5.683,M,-28.727,M,1.0,0061*62
",5,1707604120.9999993
1707594976.8764715,42.33722759333333,-72.75355555,0.0,685064.1404530976,4689663.403579284,18,T,1.5,"$GNGGA,172842.00,4220.2336556,N,07105.2133330,W,5,07,1.5,5.663,M,-28.727,M,2.0,0061*63
",5,1707604121.9999993
1707594977.8848166,45.67056085,-71.086888915,0.0,337451.83066831995,5059563.637507666,19,T,1.5,"$GNGGA,172843.00,4220.2336510,N,07105.2133349,W,5,07,1.5,5.654,M,-28.727,M,1.0,0061*69
",5,1707604122.9999995
1707594978.8933427,42.337227508333335,-72.7535558,0.0,685064.1201062427,4689663.3935964415,18,T,1.5,"$GNGGA,172844.00,4220.2336505,N,07105.2133480,W,5,07,1.5,5.635,M,-28.727,M,2.0,0061*6C
",5,1707604123.9999993
1707594979.9019246,42.33722742,-72.75355621666667,0.0,685064.0860383514,4689663.382880688,18,T,1.5,"$GNGGA,172845.00,4220.2336452,N,07105.2133730,W,5,07,1.5,5.618,M,-28.727,M,1.0,0061*6A
",5,1707604124.9999995
1707594980.910546,42.337227325,-71.08688993166666,0.0,328080.67522460566,4689328.434724621,19,T,1.5,"$GNGGA,172846.00,4220.2336395,N,07105.2133959,W,5,07,1.5,5.600,M,-28.727,M,1.0,0061*6D
",5,1707604125.9999995
1707594981.9189627,42.33722722666667,-71.086890385,0.0,328080.6376091798,4689328.424722022,19,T,1.5,"$GNGGA,172847.00,4220.2336336,N,07105.2134231,W,5,07,1.5,5.581,M,-28.727,M,2.0,0061*6E
",5,1707604126.999999
1707594982.9273727,42.337227041666665,-71.08689089,0.0,328080.59550106706,4689328.405200213,19,T,1.5,"$GNGGA,172848.00,4220.2336225,N,07105.2134534,W,5,07,1.5,5.556,M,-28.727,M,1.0,0061*69
",5,1707604127.9999993
1707594983.9350345,42.337226963333336,-71.08689152,0.0,328080.54338562617,4689328.397775656,19,T,1.5,"$GNGGA,172849.00,4220.2336178,N,07105.2134912,W,5,07,1.5,5.546,M,-28.727,M,1.0,0061*6A
",5,1707604128.9999995
1707594984.942952,42.33722692,-71.08689229166667,0.0,328080.47969448596,4689328.394524005,19,T,1.5,"$GNGGA,172850.00,4220.2336152,N,07105.2135375,W,5,07,1.5,5.529,M,-28.727,M,1.0,0061*69
",5,1707604129.9999993
1707594985.952246,42.33722686,-71.08689304333333,0.0,328080.4176056112,4689328.389381215,19,T,1.5,"$GNGGA,172851.00,4220.2336116,N,07105.2135826,W,5,07,1.5,5.531,M,-28.727,M,1.0,0061*6C
",5,1707604130.9999993
1707594986.96081,42.33722700333333,-71.08689398666667,0.0,328080.3402805694,4689328.407204557,19,T,1.5,"$GNGGA,172852.00,4220.2336202,N,07105.2136392,W,5,07,1.5,5.498,M,-28.727,M,1.0,0061*6C
",5,1707604131.9999993
1707594987.969297,45.670560466666664,-71.08689496333334,0.0,337451.35845702025,5059563.607199652,19,T,1.5,"$GNGGA,172853.00,4220.2336280,N,07105.2136978,W,5,07,1.5,5.467,M,-28.727,M,2.0,0061*6A
",5,1707604132.9999993
1707594988.977772,45.670560466666664,-71.08689584,0.0,337451.290173959,5059563.60897954,19,T,1.5,"$GNGGA,172854.00,4220.2336280,N,07105.2137504,W,5,07,1.5,5.443,M,-28.727,M,1.0,0061*6E
",5,1707604133.9999995
1707594989.985574,45.670560566666666,-71.08689684166667,0.0,337451.21244431194,5059563.622123095,19,T,1.5,"$GNGGA,172855.00,4220.2336340,N,07105.2138105,W,5,08,1.5,5.409,M,-28.727,M,2.0,0061*6A
",5,1707604134.9999995
1707594990.9933648,42.33722728666667,-71.08689786333333,0.0,328080.02167708403,4689328.446504578,19,T,1.5,"$GNGGA,172856.00,4220.2336372,N,07105.2138718,W,5,07,1.5,5.386,M,-28.727,M,1.0,0061*6E
",5,1707604135.9999995
