%time,field.header.seq,field.header.stamp,field.header.frame_id,field.latitude,field.longitude,field.altitude,field.utm_easting,field.utm_northing,field.zone,field.letter,field.hdop,field.gpgga_read,field.current_time,,,,,,,,actual.altitude,,,,,
1.70671582930966E+018,1,1.70671582930495E+018,,42.003906,-71.0867825,0,327184.146672309,4652316.36589603,19,T,1.37,$GPGGA,154349,4220.23436,N,7105.20695,W,1,8,1.37,51.2,M,-33.2,M,,*5B
,1.706733829E+018,,,,,,,,,,,,,,,,,,,,,,,,,
1.70671583031725E+018,2,1.70671583031281E+018,,42.0039098333333,-71.0867835,0,327184.074232438,4652316.79355627,19,T,1.37,$GPGGA,154350,4220.23459,N,7105.20701,W,1,7,1.37,50.5,M,-33.2,M,,*5F
,1.70673383E+018,,,,,,,,,,,,,,,,,,,,,,,,,
1.70671583133304E+018,3,1.70671583132094E+018,,42.0039111666667,-71.0867828333333,0,327184.133054607,4652316.94025901,19,T,1.37,$GPGGA,154351,4220.23467,N,7105.20697,W,1,7,1.37,50.1,M,-33.2,M,,*59
,1.706733831E+018,,,,,,,,,,,,,,,,,,,,,,,,,
1.70671583233326E+018,4,1.70671583232881E+018,,42.0039186666667,-71.0867788333333,0,327184.484633871,4652317.76495709,19,T,1.35,$GPGGA,154352,4220.23512,N,7105.20673,W,1,7,1.35,49.6,M,-33.2,M,,*5E
,1.706733832E+018,,,,,,,,,,,,,,,,,,,,,,,,,
1.70671583334222E+018,5,1.70671583333678E+018,,42.003931,-71.0867701666667,0,327185.235784609,4652319.11690906,19,T,1.35,$GPGGA,154353,4220.23586,N,7105.20621,W,1,7,1.35,49.1,M,-33.2,M,,*52
,1.706733833E+018,,,,,,,,,,,,,,,,,,,,,,,,,
1.70671583434925E+018,6,1.70671583434475E+018,,42.0039426666667,-71.0867586666667,0,327186.219782098,4652320.38911509,19,T,1.35,$GPGGA,154354,4220.23656,N,7105.20552,W,1,7,1.35,48.8,M,-33.2,M,,*54
,1.706733834E+018,,,,,,,,,,,,,,,,,,,,,,,,,
1.70671583535741E+018,7,1.70671583535292E+018,,42.0039535,-71.0867466666667,0,327187.242932246,4652321.56778094,19,T,1.5,$GPGGA,154355,4220.23721,N,7105.2048,W,1,7,1.5,48.2,M,-33.2,M,,*53
,1.706733835E+018,,,,,,,,,,,,,,,,,,,,,,,,,
1.70671583637321E+018,8,1.70671583636124E+018,,42.003964,-71.0867338333333,0,327188.334194864,4652322.70775191,19,T,1.5,$GPGGA,154356,4220.23784,N,7105.20403,W,1,6,1.5,47.7,M,-33.2,M,,*5F
,1.706733836E+018,,,,,,,,,,,,,,,,,,,,,,,,,
